,AAA023D18,AAA023J06,AAA024D14,AAA027D23,AAA027E14,AAA027F04,AAA027J17,AAA027L06,AAA027L17,AAA027M14,AAA028A23,AAA028C09,AAA028E20,AAA028G02,AAA028I14,AAA028N15,AAA028P02,AAA041L13,AAA044D11,AAA044N04,AAA044O16,AAA278I18,AAA278O22,AB141P03,MEintmetabat10152,MEintmetabat1091,MEintmetabat11576,MEintmetabat1363,MEintmetabat14260,MEintmetabat1719,MEintmetabat1953,MEintmetabat2297,MEintmetabat2538,MEintmetabat2729,MEintmetabat283,MEintmetabat3119,MEintmetabat3163,MEintmetabat3864,MEintmetabat4252,MEintmetabat6647,MEintmetabat885,TBepimetabat149,TBepimetabat2057,TBepimetabat2754,TBepimetabat2973,TBepimetabat3207,TBepimetabat3256,TBepimetabat3475,TBepimetabat4163,TBepimetabat4208,TBhypometabat2152,TBhypometabat3180,TBhypometabat3219,TBhypometabat3463,TBhypometabat3765,TBhypometabat3815,TBhypometabat3838,TBhypometabat680,TBhypometabat9906
AAA044O16,0.024793388429752067,0.0743801652892562,0.03305785123966942,0.0743801652892562,0.1652892561983471,0.03305785123966942,0.049586776859504134,0.049586776859504134,0.21487603305785125,0.01652892561983471,0.01652892561983471,0.008264462809917356,0.024793388429752067,0.05785123966942149,0.05785123966942149,0.09090909090909091,0.18181818181818182,0.10743801652892562,0.06611570247933884,0.09917355371900827,0.0,0.04132231404958678,0.09090909090909091,0.024793388429752067,0.2975206611570248,0.24793388429752067,0.18181818181818182,0.049586776859504134,0.2066115702479339,0.24793388429752067,0.2396694214876033,0.08264462809917356,0.19008264462809918,0.2396694214876033,0.01652892561983471,0.06611570247933884,0.256198347107438,0.0743801652892562,0.049586776859504134,0.049586776859504134,0.05785123966942149,0.04132231404958678,0.0743801652892562,0.0743801652892562,0.17355371900826447,0.10743801652892562,0.21487603305785125,0.0743801652892562,0.08264462809917356,0.05785123966942149,0.04132231404958678,0.19834710743801653,0.19008264462809918,0.09090909090909091,0.11570247933884298,0.2975206611570248,0.049586776859504134,0.06611570247933884,0.049586776859504134
AAA278I18,0.027522935779816515,0.11009174311926606,0.09174311926605505,0.1834862385321101,0.22935779816513763,0.045871559633027525,0.09174311926605505,0.11009174311926606,0.3577981651376147,0.06422018348623854,0.06422018348623854,0.0,0.11009174311926606,0.24770642201834864,0.08256880733944955,0.1834862385321101,0.25688073394495414,0.23853211009174313,0.1651376146788991,0.25688073394495414,0.2018348623853211,0.0,0.2018348623853211,0.06422018348623854,0.3669724770642202,0.3577981651376147,0.22018348623853212,0.10091743119266056,0.3119266055045872,0.3669724770642202,0.26605504587155965,0.1926605504587156,0.3119266055045872,0.29357798165137616,0.06422018348623854,0.1834862385321101,0.4036697247706422,0.10091743119266056,0.1743119266055046,0.10091743119266056,0.09174311926605505,0.08256880733944955,0.14678899082568808,0.1743119266055046,0.3119266055045872,0.24770642201834864,0.3577981651376147,0.1651376146788991,0.13761467889908258,0.1559633027522936,0.07339449541284404,0.3577981651376147,0.3119266055045872,0.22935779816513763,0.23853211009174313,0.4036697247706422,0.11926605504587157,0.1834862385321101,0.1651376146788991
AAA278O22,0.03968253968253968,0.047619047619047616,0.07936507936507936,0.07936507936507936,0.14285714285714285,0.0,0.06349206349206349,0.06349206349206349,0.19047619047619047,0.05555555555555555,0.047619047619047616,0.0,0.07142857142857142,0.0873015873015873,0.03968253968253968,0.031746031746031744,0.15873015873015872,0.10317460317460317,0.05555555555555555,0.09523809523809523,0.0873015873015873,0.015873015873015872,0.0,0.06349206349206349,0.19047619047619047,0.18253968253968253,0.16666666666666666,0.047619047619047616,0.1746031746031746,0.1984126984126984,0.19047619047619047,0.07936507936507936,0.15873015873015872,0.20634920634920634,0.031746031746031744,0.07142857142857142,0.19047619047619047,0.05555555555555555,0.05555555555555555,0.07936507936507936,0.031746031746031744,0.031746031746031744,0.06349206349206349,0.07142857142857142,0.16666666666666666,0.0873015873015873,0.21428571428571427,0.07142857142857142,0.09523809523809523,0.03968253968253968,0.047619047619047616,0.18253968253968253,0.15873015873015872,0.07142857142857142,0.10317460317460317,0.2222222222222222,0.047619047619047616,0.07936507936507936,0.07936507936507936
AB141P03,0.10843373493975904,0.1566265060240964,0.2289156626506024,0.30120481927710846,0.3614457831325301,0.07228915662650602,0.26506024096385544,0.26506024096385544,0.5060240963855421,0.1686746987951807,0.1566265060240964,0.024096385542168676,0.26506024096385544,0.42168674698795183,0.1927710843373494,0.3614457831325301,0.4578313253012048,0.3614457831325301,0.37349397590361444,0.4457831325301205,0.3855421686746988,0.20481927710843373,0.3614457831325301,0.0,0.6024096385542169,0.5542168674698795,0.3373493975903614,0.26506024096385544,0.4819277108433735,0.5783132530120482,0.43373493975903615,0.39759036144578314,0.4819277108433735,0.4819277108433735,0.1927710843373494,0.3493975903614458,0.5903614457831325,0.20481927710843373,0.3373493975903614,0.21686746987951808,0.24096385542168675,0.24096385542168675,0.2891566265060241,0.3493975903614458,0.4939759036144578,0.37349397590361444,0.5180722891566265,0.27710843373493976,0.18072289156626506,0.3614457831325301,0.21686746987951808,0.5421686746987951,0.5542168674698795,0.3614457831325301,0.3493975903614458,0.6265060240963856,0.2289156626506024,0.37349397590361444,0.27710843373493976
MEintmetabat10152,0.08661417322834646,0.09448818897637795,0.10236220472440945,0.09448818897637795,0.03937007874015748,0.023622047244094488,0.11811023622047244,0.12598425196850394,0.07874015748031496,0.09448818897637795,0.11023622047244094,0.007874015748031496,0.11811023622047244,0.15748031496062992,0.06299212598425197,0.07874015748031496,0.11811023622047244,0.15748031496062992,0.13385826771653545,0.15748031496062992,0.15748031496062992,0.09448818897637795,0.11023622047244094,0.10236220472440945,0.0,0.10236220472440945,0.10236220472440945,0.08661417322834646,0.05511811023622047,0.09448818897637795,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.07086614173228346,0.11023622047244094,0.11023622047244094,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.06299212598425197,0.07086614173228346,0.11811023622047244,0.12598425196850394,0.11023622047244094,0.14960629921259844,0.12598425196850394,0.10236220472440945,0.10236220472440945,0.08661417322834646,0.07874015748031496,0.12598425196850394,0.10236220472440945,0.15748031496062992,0.10236220472440945,0.11811023622047244,0.05511811023622047,0.10236220472440945,0.06299212598425197
MEintmetabat1091,0.03968253968253968,0.06349206349206349,0.10317460317460317,0.07142857142857142,0.031746031746031744,0.015873015873015872,0.09523809523809523,0.09523809523809523,0.05555555555555555,0.07142857142857142,0.07142857142857142,0.0,0.07936507936507936,0.12698412698412698,0.047619047619047616,0.07936507936507936,0.0873015873015873,0.11904761904761904,0.0873015873015873,0.1349206349206349,0.09523809523809523,0.07142857142857142,0.09523809523809523,0.07142857142857142,0.11904761904761904,0.0,0.047619047619047616,0.07142857142857142,0.031746031746031744,0.09523809523809523,0.07936507936507936,0.09523809523809523,0.07936507936507936,0.06349206349206349,0.05555555555555555,0.05555555555555555,0.09523809523809523,0.047619047619047616,0.0873015873015873,0.11904761904761904,0.031746031746031744,0.05555555555555555,0.09523809523809523,0.07142857142857142,0.05555555555555555,0.11904761904761904,0.07142857142857142,0.07142857142857142,0.06349206349206349,0.05555555555555555,0.06349206349206349,0.07936507936507936,0.06349206349206349,0.1111111111111111,0.07142857142857142,0.15873015873015872,0.031746031746031744,0.0873015873015873,0.07142857142857142
MEintmetabat11576,0.08695652173913043,0.06956521739130435,0.1565217391304348,0.17391304347826086,0.12173913043478261,0.034782608695652174,0.11304347826086956,0.2,0.1826086956521739,0.14782608695652175,0.1391304347826087,0.008695652173913044,0.1565217391304348,0.25217391304347825,0.14782608695652175,0.22608695652173913,0.22608695652173913,0.2956521739130435,0.23478260869565218,0.30434782608695654,0.2608695652173913,0.1826086956521739,0.26956521739130435,0.1391304347826087,0.3130434782608696,0.23478260869565218,0.0,0.19130434782608696,0.20869565217391303,0.2608695652173913,0.1826086956521739,0.26956521739130435,0.25217391304347825,0.17391304347826086,0.14782608695652175,0.24347826086956523,0.26956521739130435,0.17391304347826086,0.25217391304347825,0.1391304347826087,0.13043478260869565,0.0782608695652174,0.24347826086956523,0.2782608695652174,0.20869565217391303,0.28695652173913044,0.22608695652173913,0.23478260869565218,0.12173913043478261,0.23478260869565218,0.1565217391304348,0.22608695652173913,0.22608695652173913,0.28695652173913044,0.2608695652173913,0.26956521739130435,0.1565217391304348,0.26956521739130435,0.16521739130434782
MEintmetabat1363,0.047619047619047616,0.10476190476190476,0.13333333333333333,0.14285714285714285,0.23809523809523808,0.02857142857142857,0.10476190476190476,0.09523809523809523,0.2857142857142857,0.06666666666666667,0.05714285714285714,0.0,0.11428571428571428,0.22857142857142856,0.06666666666666667,0.17142857142857143,0.22857142857142856,0.21904761904761905,0.18095238095238095,0.23809523809523808,0.20952380952380953,0.0761904761904762,0.19047619047619047,0.06666666666666667,0.3238095238095238,0.3238095238095238,0.2,0.0,0.3047619047619048,0.3333333333333333,0.23809523809523808,0.1619047619047619,0.2857142857142857,0.26666666666666666,0.0761904761904762,0.17142857142857143,0.34285714285714286,0.09523809523809523,0.19047619047619047,0.08571428571428572,0.0761904761904762,0.02857142857142857,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.20952380952380953,0.3238095238095238,0.19047619047619047,0.08571428571428572,0.1523809523809524,0.08571428571428572,0.3238095238095238,0.2761904761904762,0.20952380952380953,0.19047619047619047,0.3619047619047619,0.1523809523809524,0.18095238095238095,0.17142857142857143
MEintmetabat14260,0.10309278350515463,0.13402061855670103,0.2268041237113402,0.12371134020618557,0.1134020618556701,0.030927835051546393,0.15463917525773196,0.21649484536082475,0.12371134020618557,0.10309278350515463,0.14432989690721648,0.010309278350515464,0.15463917525773196,0.23711340206185566,0.12371134020618557,0.18556701030927836,0.18556701030927836,0.23711340206185566,0.18556701030927836,0.27835051546391754,0.18556701030927836,0.18556701030927836,0.2268041237113402,0.14432989690721648,0.2268041237113402,0.15463917525773196,0.13402061855670103,0.20618556701030927,0.0,0.21649484536082475,0.1958762886597938,0.24742268041237114,0.1958762886597938,0.20618556701030927,0.16494845360824742,0.15463917525773196,0.24742268041237114,0.16494845360824742,0.1958762886597938,0.17525773195876287,0.12371134020618557,0.16494845360824742,0.15463917525773196,0.18556701030927836,0.17525773195876287,0.2268041237113402,0.1958762886597938,0.15463917525773196,0.12371134020618557,0.16494845360824742,0.15463917525773196,0.1958762886597938,0.2268041237113402,0.24742268041237114,0.18556701030927836,0.2268041237113402,0.08247422680412371,0.1958762886597938,0.14432989690721648
MEintmetabat1719,0.06349206349206349,0.03968253968253968,0.07142857142857142,0.05555555555555555,0.015873015873015872,0.007936507936507936,0.09523809523809523,0.09523809523809523,0.031746031746031744,0.0873015873015873,0.06349206349206349,0.0,0.07936507936507936,0.12698412698412698,0.06349206349206349,0.06349206349206349,0.09523809523809523,0.12698412698412698,0.1111111111111111,0.1349206349206349,0.1111111111111111,0.0873015873015873,0.10317460317460317,0.07142857142857142,0.10317460317460317,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.047619047619047616,0.0,0.0873015873015873,0.10317460317460317,0.1111111111111111,0.05555555555555555,0.06349206349206349,0.07936507936507936,0.047619047619047616,0.07142857142857142,0.09523809523809523,0.07936507936507936,0.031746031746031744,0.05555555555555555,0.1111111111111111,0.10317460317460317,0.07142857142857142,0.10317460317460317,0.07142857142857142,0.09523809523809523,0.0873015873015873,0.07142857142857142,0.07142857142857142,0.09523809523809523,0.07936507936507936,0.1111111111111111,0.07936507936507936,0.14285714285714285,0.03968253968253968,0.10317460317460317,0.06349206349206349
MEintmetabat1953,0.03669724770642202,0.05504587155963303,0.06422018348623854,0.14678899082568808,0.14678899082568808,0.009174311926605505,0.06422018348623854,0.045871559633027525,0.21100917431192662,0.06422018348623854,0.045871559633027525,0.0,0.06422018348623854,0.1743119266055046,0.027522935779816515,0.13761467889908258,0.1559633027522936,0.1834862385321101,0.1559633027522936,0.1834862385321101,0.13761467889908258,0.05504587155963303,0.1651376146788991,0.045871559633027525,0.25688073394495414,0.1926605504587156,0.11009174311926606,0.08256880733944955,0.2018348623853211,0.2018348623853211,0.0,0.1559633027522936,0.12844036697247707,0.11009174311926606,0.027522935779816515,0.14678899082568808,0.2018348623853211,0.05504587155963303,0.14678899082568808,0.07339449541284404,0.03669724770642202,0.045871559633027525,0.14678899082568808,0.14678899082568808,0.1834862385321101,0.1743119266055046,0.21100917431192662,0.14678899082568808,0.07339449541284404,0.12844036697247707,0.05504587155963303,0.22018348623853212,0.21100917431192662,0.1834862385321101,0.13761467889908258,0.27522935779816515,0.10091743119266056,0.1559633027522936,0.11009174311926606
MEintmetabat2297,0.017241379310344827,0.06896551724137931,0.0603448275862069,0.0603448275862069,0.12931034482758622,0.02586206896551724,0.04310344827586207,0.04310344827586207,0.19827586206896552,0.017241379310344827,0.034482758620689655,0.0,0.0603448275862069,0.08620689655172414,0.034482758620689655,0.06896551724137931,0.12931034482758622,0.09482758620689655,0.04310344827586207,0.09482758620689655,0.07758620689655173,0.02586206896551724,0.04310344827586207,0.04310344827586207,0.20689655172413793,0.19827586206896552,0.16379310344827586,0.017241379310344827,0.1810344827586207,0.20689655172413793,0.1724137931034483,0.0,0.1724137931034483,0.20689655172413793,0.017241379310344827,0.02586206896551724,0.20689655172413793,0.04310344827586207,0.04310344827586207,0.0603448275862069,0.017241379310344827,0.008620689655172414,0.04310344827586207,0.05172413793103448,0.16379310344827586,0.09482758620689655,0.1810344827586207,0.034482758620689655,0.06896551724137931,0.02586206896551724,0.04310344827586207,0.1810344827586207,0.15517241379310345,0.06896551724137931,0.06896551724137931,0.2413793103448276,0.017241379310344827,0.02586206896551724,0.04310344827586207
MEintmetabat2538,0.08264462809917356,0.06611570247933884,0.10743801652892562,0.14049586776859505,0.09917355371900827,0.008264462809917356,0.11570247933884298,0.10743801652892562,0.18181818181818182,0.10743801652892562,0.12396694214876033,0.008264462809917356,0.12396694214876033,0.2231404958677686,0.04132231404958678,0.17355371900826447,0.08264462809917356,0.2066115702479339,0.18181818181818182,0.2396694214876033,0.1487603305785124,0.10743801652892562,0.2066115702479339,0.09917355371900827,0.23140495867768596,0.2066115702479339,0.15702479338842976,0.10743801652892562,0.2066115702479339,0.21487603305785125,0.10743801652892562,0.2066115702479339,0.0,0.17355371900826447,0.06611570247933884,0.1652892561983471,0.23140495867768596,0.10743801652892562,0.18181818181818182,0.11570247933884298,0.0743801652892562,0.09090909090909091,0.18181818181818182,0.19008264462809918,0.18181818181818182,0.18181818181818182,0.17355371900826447,0.1652892561983471,0.12396694214876033,0.14049586776859505,0.11570247933884298,0.2066115702479339,0.2066115702479339,0.2066115702479339,0.1652892561983471,0.2396694214876033,0.09917355371900827,0.1652892561983471,0.09917355371900827
MEintmetabat2729,0.03787878787878788,0.03787878787878788,0.06060606060606061,0.15151515151515152,0.06818181818181818,0.007575757575757576,0.045454545454545456,0.06060606060606061,0.09848484848484848,0.05303030303030303,0.03787878787878788,0.0,0.045454545454545456,0.19696969696969696,0.015151515151515152,0.16666666666666666,0.12878787878787878,0.1893939393939394,0.16666666666666666,0.20454545454545456,0.12878787878787878,0.045454545454545456,0.18181818181818182,0.03787878787878788,0.1893939393939394,0.11363636363636363,0.022727272727272728,0.06060606060606061,0.12121212121212122,0.13636363636363635,0.045454545454545456,0.16666666666666666,0.12878787878787878,0.0,0.030303030303030304,0.13636363636363635,0.13636363636363635,0.022727272727272728,0.15151515151515152,0.06818181818181818,0.015151515151515152,0.030303030303030304,0.1590909090909091,0.16666666666666666,0.14393939393939395,0.1893939393939394,0.09848484848484848,0.14393939393939395,0.045454545454545456,0.14393939393939395,0.045454545454545456,0.1590909090909091,0.15151515151515152,0.1893939393939394,0.15151515151515152,0.24242424242424243,0.12121212121212122,0.1590909090909091,0.14393939393939395
MEintmetabat283,0.1282051282051282,0.1282051282051282,0.11538461538461539,0.28205128205128205,0.34615384615384615,0.01282051282051282,0.15384615384615385,0.14102564102564102,0.5128205128205128,0.10256410256410256,0.15384615384615385,0.01282051282051282,0.19230769230769232,0.3333333333333333,0.0641025641025641,0.23076923076923078,0.358974358974359,0.3333333333333333,0.2948717948717949,0.34615384615384615,0.2692307692307692,0.14102564102564102,0.32051282051282054,0.10256410256410256,0.46153846153846156,0.5512820512820513,0.3333333333333333,0.1794871794871795,0.4358974358974359,0.5256410256410257,0.34615384615384615,0.2948717948717949,0.358974358974359,0.4230769230769231,0.0,0.28205128205128205,0.5384615384615384,0.16666666666666666,0.2564102564102564,0.16666666666666666,0.10256410256410256,0.14102564102564102,0.2692307692307692,0.2948717948717949,0.46153846153846156,0.3333333333333333,0.5128205128205128,0.2692307692307692,0.23076923076923078,0.24358974358974358,0.14102564102564102,0.48717948717948717,0.48717948717948717,0.34615384615384615,0.34615384615384615,0.5512820512820513,0.1794871794871795,0.2692307692307692,0.21794871794871795
MEintmetabat3119,0.05504587155963303,0.09174311926605505,0.09174311926605505,0.10091743119266056,0.14678899082568808,0.027522935779816515,0.07339449541284404,0.07339449541284404,0.1926605504587156,0.03669724770642202,0.06422018348623854,0.01834862385321101,0.07339449541284404,0.11926605504587157,0.03669724770642202,0.10091743119266056,0.1559633027522936,0.10091743119266056,0.07339449541284404,0.11009174311926606,0.09174311926605505,0.06422018348623854,0.11009174311926606,0.05504587155963303,0.21100917431192662,0.2018348623853211,0.21100917431192662,0.05504587155963303,0.1743119266055046,0.22018348623853212,0.1651376146788991,0.06422018348623854,0.1651376146788991,0.22018348623853212,0.05504587155963303,0.0,0.22935779816513763,0.07339449541284404,0.06422018348623854,0.11926605504587157,0.05504587155963303,0.06422018348623854,0.06422018348623854,0.07339449541284404,0.1926605504587156,0.11009174311926606,0.22935779816513763,0.05504587155963303,0.07339449541284404,0.05504587155963303,0.05504587155963303,0.22935779816513763,0.21100917431192662,0.11009174311926606,0.07339449541284404,0.27522935779816515,0.03669724770642202,0.05504587155963303,0.045871559633027525
MEintmetabat3163,0.05504587155963303,0.045871559633027525,0.06422018348623854,0.07339449541284404,0.01834862385321101,0.009174311926605505,0.09174311926605505,0.07339449541284404,0.06422018348623854,0.10091743119266056,0.05504587155963303,0.0,0.10091743119266056,0.14678899082568808,0.045871559633027525,0.07339449541284404,0.10091743119266056,0.11926605504587157,0.11009174311926606,0.12844036697247707,0.11926605504587157,0.08256880733944955,0.12844036697247707,0.06422018348623854,0.10091743119266056,0.08256880733944955,0.08256880733944955,0.07339449541284404,0.07339449541284404,0.05504587155963303,0.10091743119266056,0.12844036697247707,0.11009174311926606,0.08256880733944955,0.08256880733944955,0.09174311926605505,0.0,0.07339449541284404,0.11009174311926606,0.05504587155963303,0.05504587155963303,0.027522935779816515,0.11009174311926606,0.11009174311926606,0.08256880733944955,0.11926605504587157,0.09174311926605505,0.11009174311926606,0.08256880733944955,0.08256880733944955,0.08256880733944955,0.08256880733944955,0.05504587155963303,0.13761467889908258,0.07339449541284404,0.11926605504587157,0.03669724770642202,0.10091743119266056,0.045871559633027525
MEintmetabat3864,0.09090909090909091,0.04040404040404041,0.08080808080808081,0.1919191919191919,0.26262626262626265,0.030303030303030304,0.12121212121212122,0.12121212121212122,0.3434343434343434,0.1111111111111111,0.12121212121212122,0.0,0.10101010101010101,0.25252525252525254,0.050505050505050504,0.23232323232323232,0.2222222222222222,0.25252525252525254,0.21212121212121213,0.23232323232323232,0.24242424242424243,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.41414141414141414,0.36363636363636365,0.23232323232323232,0.0707070707070707,0.35353535353535354,0.40404040404040403,0.26262626262626265,0.2222222222222222,0.2828282828282828,0.29292929292929293,0.12121212121212122,0.21212121212121213,0.37373737373737376,0.0,0.21212121212121213,0.08080808080808081,0.08080808080808081,0.050505050505050504,0.23232323232323232,0.26262626262626265,0.3333333333333333,0.24242424242424243,0.3434343434343434,0.20202020202020202,0.10101010101010101,0.2222222222222222,0.1414141414141414,0.3333333333333333,0.29292929292929293,0.23232323232323232,0.25252525252525254,0.37373737373737376,0.18181818181818182,0.23232323232323232,0.1919191919191919
MEintmetabat4252,0.030927835051546393,0.14432989690721648,0.1134020618556701,0.10309278350515463,0.18556701030927836,0.020618556701030927,0.09278350515463918,0.08247422680412371,0.26804123711340205,0.030927835051546393,0.061855670103092786,0.0,0.10309278350515463,0.13402061855670103,0.07216494845360824,0.08247422680412371,0.18556701030927836,0.16494845360824742,0.05154639175257732,0.15463917525773196,0.07216494845360824,0.07216494845360824,0.12371134020618557,0.07216494845360824,0.26804123711340205,0.27835051546391754,0.23711340206185566,0.061855670103092786,0.21649484536082475,0.29896907216494845,0.23711340206185566,0.10309278350515463,0.2268041237113402,0.28865979381443296,0.041237113402061855,0.061855670103092786,0.28865979381443296,0.1134020618556701,0.0,0.10309278350515463,0.09278350515463918,0.061855670103092786,0.07216494845360824,0.08247422680412371,0.2268041237113402,0.15463917525773196,0.28865979381443296,0.061855670103092786,0.13402061855670103,0.061855670103092786,0.061855670103092786,0.25773195876288657,0.23711340206185566,0.13402061855670103,0.15463917525773196,0.30927835051546393,0.05154639175257732,0.061855670103092786,0.05154639175257732
